params: /var/spool/slurmd/job30967408/slurm_script, params_1024.txt, 
Reading parameters:
	 rhs_function=2
	 nx=1024
	 ny=1024
	 foutput=100000
	 nstep_max=100000
	 tolerance=1e-08
I am writing output_source
Step 2, Diff=0.00308575
Step 3155, Diff=1.11975e-05
Step 3156, Diff=1.11947e-05
Step 3157, Diff=1.1192e-05
Step 3158, Diff=1.11892e-05
Step 3159, Diff=1.11865e-05
Step 3160, Diff=1.11838e-05
Step 3161, Diff=1.1181e-05
Step 3162, Diff=1.11783e-05
Step 3163, Diff=1.11755e-05
Step 3164, Diff=1.11728e-05
Step 3165, Diff=1.11701e-05
Step 3166, Diff=1.11673e-05
Step 3167, Diff=1.11646e-05
Step 3168, Diff=1.11619e-05
Step 3169, Diff=1.11592e-05
Step 3170, Diff=1.11564e-05
Step 3171, Diff=1.11537e-05
Step 3172, Diff=1.1151e-05
Step 3173, Diff=1.11483e-05
Step 3174, Diff=1.11456e-05
Step 3175, Diff=1.11428e-05
Step 3176, Diff=1.11401e-05
Step 3177, Diff=1.11374e-05
Step 3178, Diff=1.11347e-05
Step 3179, Diff=1.1132e-05
Step 3180, Diff=1.11293e-05
Step 3181, Diff=1.11266e-05
Step 3182, Diff=1.11239e-05
Step 3183, Diff=1.11211e-05
Step 3184, Diff=1.11184e-05
Step 3185, Diff=1.11157e-05
Step 3186, Diff=1.1113e-05
Step 3187, Diff=1.11103e-05
Step 3188, Diff=1.11076e-05
Step 3189, Diff=1.11049e-05
Step 3190, Diff=1.11023e-05
Step 3191, Diff=1.10996e-05
Step 3192, Diff=1.10969e-05
Step 3193, Diff=1.10942e-05
Step 3194, Diff=1.10915e-05
Step 3195, Diff=1.10888e-05
Step 3196, Diff=1.10861e-05
Step 3197, Diff=1.10834e-05
Step 3198, Diff=1.10807e-05
Step 3199, Diff=1.10781e-05
Step 3200, Diff=1.10754e-05
Step 3201, Diff=1.10727e-05
Step 3202, Diff=1.107e-05
Step 3203, Diff=1.10674e-05
Step 3204, Diff=1.10647e-05
Step 3205, Diff=1.1062e-05
Step 3206, Diff=1.10593e-05
Step 3207, Diff=1.10567e-05
Step 3208, Diff=1.1054e-05
Step 3209, Diff=1.10513e-05
Step 3210, Diff=1.10487e-05
Step 3211, Diff=1.1046e-05
Step 3212, Diff=1.10433e-05
Step 3213, Diff=1.10407e-05
Step 3214, Diff=1.1038e-05
Step 3215, Diff=1.10354e-05
Step 3216, Diff=1.10327e-05
Step 3217, Diff=1.103e-05
Step 3218, Diff=1.10274e-05
Step 3219, Diff=1.10247e-05
Step 3220, Diff=1.10221e-05
Step 3221, Diff=1.10194e-05
Step 3222, Diff=1.10168e-05
Step 3223, Diff=1.10141e-05
Step 3224, Diff=1.10115e-05
Step 3225, Diff=1.10089e-05
Step 3226, Diff=1.10062e-05
Step 3227, Diff=1.10036e-05
Step 3228, Diff=1.10009e-05
Step 3229, Diff=1.09983e-05
Step 3230, Diff=1.09957e-05
Step 3231, Diff=1.0993e-05
Step 3232, Diff=1.09904e-05
Step 3233, Diff=1.09878e-05
Step 3234, Diff=1.09851e-05
Step 3235, Diff=1.09825e-05
Step 3236, Diff=1.09799e-05
Step 3237, Diff=1.09772e-05
Step 3238, Diff=1.09746e-05
Step 3239, Diff=1.0972e-05
Step 3240, Diff=1.09694e-05
Step 3241, Diff=1.09667e-05
Step 3242, Diff=1.09641e-05
Step 3243, Diff=1.09615e-05
Step 3244, Diff=1.09589e-05
Step 3245, Diff=1.09563e-05
Step 3246, Diff=1.09537e-05
Step 3247, Diff=1.0951e-05
Step 3248, Diff=1.09484e-05
Step 3249, Diff=1.09458e-05
Step 3250, Diff=1.09432e-05
Step 3251, Diff=1.09406e-05
Step 3252, Diff=1.0938e-05
Step 3253, Diff=1.09354e-05
Step 3254, Diff=1.09328e-05
Step 3255, Diff=1.09302e-05
Step 3256, Diff=1.09276e-05
Step 3257, Diff=1.0925e-05
Step 3258, Diff=1.09224e-05
Step 3259, Diff=1.09198e-05
Step 3260, Diff=1.09172e-05
Step 3261, Diff=1.09146e-05
Step 3262, Diff=1.0912e-05
Step 3263, Diff=1.09094e-05
Step 3264, Diff=1.09069e-05
Step 3265, Diff=1.09043e-05
Step 3266, Diff=1.09017e-05
Step 3267, Diff=1.08991e-05
Step 3268, Diff=1.08965e-05
Step 3269, Diff=1.08939e-05
Step 3270, Diff=1.08913e-05
Step 3271, Diff=1.08888e-05
Step 3272, Diff=1.08862e-05
Step 3273, Diff=1.08836e-05
Step 3274, Diff=1.0881e-05
Step 3275, Diff=1.08785e-05
Step 3276, Diff=1.08759e-05
Step 3277, Diff=1.08733e-05
Step 3278, Diff=1.08708e-05
Step 3279, Diff=1.08682e-05
Step 3280, Diff=1.08656e-05
Step 3281, Diff=1.08631e-05
Step 3282, Diff=1.08605e-05
Step 3283, Diff=1.08579e-05
Step 3284, Diff=1.08554e-05
Step 3285, Diff=1.08528e-05
Step 3286, Diff=1.08503e-05
Step 3287, Diff=1.08477e-05
Step 3288, Diff=1.08451e-05
Step 3289, Diff=1.08426e-05
Step 3290, Diff=1.084e-05
Step 3291, Diff=1.08375e-05
Step 3292, Diff=1.08349e-05
Step 3293, Diff=1.08324e-05
Step 3294, Diff=1.08298e-05
Step 3295, Diff=1.08273e-05
Step 3296, Diff=1.08247e-05
Step 3297, Diff=1.08222e-05
Step 3298, Diff=1.08197e-05
Step 3299, Diff=1.08171e-05
Step 3300, Diff=1.08146e-05
Step 3301, Diff=1.0812e-05
Step 3302, Diff=1.08095e-05
Step 3303, Diff=1.0807e-05
Step 3304, Diff=1.08044e-05
Step 3305, Diff=1.08019e-05
Step 3306, Diff=1.07994e-05
Step 3307, Diff=1.07968e-05
Step 3308, Diff=1.07943e-05
Step 3309, Diff=1.07918e-05
Step 3310, Diff=1.07893e-05
Step 3311, Diff=1.07867e-05
Step 3312, Diff=1.07842e-05
Step 3313, Diff=1.07817e-05
Step 3314, Diff=1.07792e-05
Step 3315, Diff=1.07767e-05
Step 3316, Diff=1.07741e-05
Step 3317, Diff=1.07716e-05
Step 3318, Diff=1.07691e-05
Step 3319, Diff=1.07666e-05
Step 3320, Diff=1.07641e-05
Step 3321, Diff=1.07616e-05
Step 3322, Diff=1.07591e-05
Step 3323, Diff=1.07565e-05
Step 3324, Diff=1.0754e-05
Step 3325, Diff=1.07515e-05
Step 3326, Diff=1.0749e-05
Step 3327, Diff=1.07465e-05
Step 3328, Diff=1.0744e-05
Step 3329, Diff=1.07415e-05
Step 3330, Diff=1.0739e-05
Step 3331, Diff=1.07365e-05
Step 3332, Diff=1.0734e-05
Step 3333, Diff=1.07315e-05
Step 3334, Diff=1.0729e-05
Step 3335, Diff=1.07266e-05
Step 3336, Diff=1.07241e-05
Step 3337, Diff=1.07216e-05
Step 3338, Diff=1.07191e-05
Step 3339, Diff=1.07166e-05
Step 3340, Diff=1.07141e-05
Step 3341, Diff=1.07116e-05
Step 3342, Diff=1.07091e-05
Step 3343, Diff=1.07067e-05
Step 3344, Diff=1.07042e-05
Step 3345, Diff=1.07017e-05
Step 3346, Diff=1.06992e-05
Step 3347, Diff=1.06967e-05
Step 3348, Diff=1.06943e-05
Step 3349, Diff=1.06918e-05
Step 3350, Diff=1.06893e-05
Step 3351, Diff=1.06868e-05
Step 3352, Diff=1.06844e-05
Step 3353, Diff=1.06819e-05
Step 3354, Diff=1.06794e-05
Step 3355, Diff=1.0677e-05
Step 3356, Diff=1.06745e-05
Step 3357, Diff=1.0672e-05
Step 3358, Diff=1.06696e-05
Step 3359, Diff=1.06671e-05
Step 3360, Diff=1.06647e-05
Step 3361, Diff=1.06622e-05
Step 3362, Diff=1.06597e-05
Step 3363, Diff=1.06573e-05
Step 3364, Diff=1.06548e-05
Step 3365, Diff=1.06524e-05
Step 3366, Diff=1.06499e-05
Step 3367, Diff=1.06475e-05
Step 3368, Diff=1.0645e-05
Step 3369, Diff=1.06426e-05
Step 3370, Diff=1.06401e-05
Step 3371, Diff=1.06377e-05
Step 3372, Diff=1.06352e-05
Step 3373, Diff=1.06328e-05
Step 3374, Diff=1.06304e-05
Step 3375, Diff=1.06279e-05
Step 3376, Diff=1.06255e-05
Step 3377, Diff=1.0623e-05
Step 3378, Diff=1.06206e-05
Step 3379, Diff=1.06182e-05
Step 3380, Diff=1.06157e-05
Step 3381, Diff=1.06133e-05
Step 3382, Diff=1.06109e-05
Step 3383, Diff=1.06084e-05
Step 3384, Diff=1.0606e-05
Step 3385, Diff=1.06036e-05
Step 3386, Diff=1.06011e-05
Step 3387, Diff=1.05987e-05
Step 3388, Diff=1.05963e-05
Step 3389, Diff=1.05939e-05
Step 3390, Diff=1.05915e-05
Step 3391, Diff=1.0589e-05
Step 3392, Diff=1.05866e-05
Step 3393, Diff=1.05842e-05
Step 3394, Diff=1.05818e-05
Step 3395, Diff=1.05794e-05
Step 3396, Diff=1.05769e-05
Step 3397, Diff=1.05745e-05
Step 3398, Diff=1.05721e-05
Step 3399, Diff=1.05697e-05
Step 3400, Diff=1.05673e-05
Step 3401, Diff=1.05649e-05
Step 3402, Diff=1.05625e-05
Step 3403, Diff=1.05601e-05
Step 3404, Diff=1.05577e-05
Step 3405, Diff=1.05553e-05
Step 3406, Diff=1.05529e-05
Step 3407, Diff=1.05505e-05
Step 3408, Diff=1.05481e-05
Step 3409, Diff=1.05457e-05
Step 3410, Diff=1.05433e-05
Step 3411, Diff=1.05409e-05
Step 3412, Diff=1.05385e-05
Step 3413, Diff=1.05361e-05
Step 3414, Diff=1.05337e-05
Step 3415, Diff=1.05313e-05
Step 3416, Diff=1.05289e-05
Step 3417, Diff=1.05265e-05
Step 3418, Diff=1.05241e-05
Step 3419, Diff=1.05218e-05
Step 3420, Diff=1.05194e-05
Step 3421, Diff=1.0517e-05
Step 3422, Diff=1.05146e-05
Step 3423, Diff=1.05122e-05
Step 3424, Diff=1.05098e-05
Step 3425, Diff=1.05075e-05
Step 3426, Diff=1.05051e-05
Step 3427, Diff=1.05027e-05
Step 3428, Diff=1.05003e-05
Step 3429, Diff=1.0498e-05
Step 3430, Diff=1.04956e-05
Step 3431, Diff=1.04932e-05
Step 3432, Diff=1.04909e-05
Step 3433, Diff=1.04885e-05
Step 3434, Diff=1.04861e-05
Step 3435, Diff=1.04838e-05
Step 3436, Diff=1.04814e-05
Step 3437, Diff=1.0479e-05
Step 3438, Diff=1.04767e-05
Step 3439, Diff=1.04743e-05
Step 3440, Diff=1.04719e-05
Step 3441, Diff=1.04696e-05
Step 3442, Diff=1.04672e-05
Step 3443, Diff=1.04649e-05
Step 3444, Diff=1.04625e-05
Step 3445, Diff=1.04602e-05
Step 3446, Diff=1.04578e-05
Step 3447, Diff=1.04554e-05
Step 3448, Diff=1.04531e-05
Step 3449, Diff=1.04507e-05
Step 3450, Diff=1.04484e-05
Step 3451, Diff=1.04461e-05
Step 3452, Diff=1.04437e-05
Step 3453, Diff=1.04414e-05
Step 3454, Diff=1.0439e-05
Step 3455, Diff=1.04367e-05
Step 3456, Diff=1.04343e-05
Step 3457, Diff=1.0432e-05
Step 3458, Diff=1.04297e-05
Step 3459, Diff=1.04273e-05
Step 3460, Diff=1.0425e-05
Step 3461, Diff=1.04226e-05
Step 3462, Diff=1.04203e-05
Step 3463, Diff=1.0418e-05
Step 3464, Diff=1.04156e-05
Step 3465, Diff=1.04133e-05
Step 3466, Diff=1.0411e-05
Step 3467, Diff=1.04087e-05
Step 3468, Diff=1.04063e-05
Step 3469, Diff=1.0404e-05
Step 3470, Diff=1.04017e-05
Step 3471, Diff=1.03994e-05
Step 3472, Diff=1.0397e-05
Step 3473, Diff=1.03947e-05
Step 3474, Diff=1.03924e-05
Step 3475, Diff=1.03901e-05
Step 3476, Diff=1.03878e-05
Step 3477, Diff=1.03854e-05
Step 3478, Diff=1.03831e-05
Step 3479, Diff=1.03808e-05
Step 3480, Diff=1.03785e-05
Step 3481, Diff=1.03762e-05
Step 3482, Diff=1.03739e-05
Step 3483, Diff=1.03716e-05
Step 3484, Diff=1.03693e-05
Step 3485, Diff=1.0367e-05
Step 3486, Diff=1.03646e-05
Step 3487, Diff=1.03623e-05
Step 3488, Diff=1.036e-05
Step 3489, Diff=1.03577e-05
Step 3490, Diff=1.03554e-05
Step 3491, Diff=1.03531e-05
Step 3492, Diff=1.03508e-05
Step 3493, Diff=1.03485e-05
Step 3494, Diff=1.03462e-05
Step 3495, Diff=1.03439e-05
Step 3496, Diff=1.03417e-05
Step 3497, Diff=1.03394e-05
Step 3498, Diff=1.03371e-05
Step 3499, Diff=1.03348e-05
Step 3500, Diff=1.03325e-05
Step 3501, Diff=1.03302e-05
Step 3502, Diff=1.03279e-05
Step 3503, Diff=1.03256e-05
Step 3504, Diff=1.03233e-05
Step 3505, Diff=1.03211e-05
Step 3506, Diff=1.03188e-05
Step 3507, Diff=1.03165e-05
Step 3508, Diff=1.03142e-05
Step 3509, Diff=1.03119e-05
Step 3510, Diff=1.03097e-05
Step 3511, Diff=1.03074e-05
Step 3512, Diff=1.03051e-05
Step 3513, Diff=1.03028e-05
Step 3514, Diff=1.03006e-05
Step 3515, Diff=1.02983e-05
Step 3516, Diff=1.0296e-05
Step 3517, Diff=1.02937e-05
Step 3518, Diff=1.02915e-05
Step 3519, Diff=1.02892e-05
Step 3520, Diff=1.02869e-05
Step 3521, Diff=1.02847e-05
Step 3522, Diff=1.02824e-05
Step 3523, Diff=1.02801e-05
Step 3524, Diff=1.02779e-05
Step 3525, Diff=1.02756e-05
Step 3526, Diff=1.02734e-05
Step 3527, Diff=1.02711e-05
Step 3528, Diff=1.02688e-05
Step 3529, Diff=1.02666e-05
Step 3530, Diff=1.02643e-05
Step 3531, Diff=1.02621e-05
Step 3532, Diff=1.02598e-05
Step 3533, Diff=1.02576e-05
Step 3534, Diff=1.02553e-05
Step 3535, Diff=1.02531e-05
Step 3536, Diff=1.02508e-05
Step 3537, Diff=1.02486e-05
Step 3538, Diff=1.02463e-05
Step 3539, Diff=1.02441e-05
Step 3540, Diff=1.02418e-05
Step 3541, Diff=1.02396e-05
Step 3542, Diff=1.02373e-05
Step 3543, Diff=1.02351e-05
Step 3544, Diff=1.02329e-05
Step 3545, Diff=1.02306e-05
Step 3546, Diff=1.02284e-05
Step 3547, Diff=1.02262e-05
Step 3548, Diff=1.02239e-05
Step 3549, Diff=1.02217e-05
Step 3550, Diff=1.02194e-05
Step 3551, Diff=1.02172e-05
Step 3552, Diff=1.0215e-05
Step 3553, Diff=1.02128e-05
Step 3554, Diff=1.02105e-05
Step 3555, Diff=1.02083e-05
Step 3556, Diff=1.02061e-05
Step 3557, Diff=1.02038e-05
Step 3558, Diff=1.02016e-05
Step 3559, Diff=1.01994e-05
Step 3560, Diff=1.01972e-05
Step 3561, Diff=1.0195e-05
slurmstepd: error: *** STEP 30967408.0 ON nid00010 CANCELLED AT 2021-04-29T22:40:23 ***
srun: Job step aborted: Waiting up to 92 seconds for job step to finish.
srun: got SIGCONT
srun: forcing job termination


Batch Job Summary Report (version 21.01.1) for Job "poisson_OMP" (30967408) on daint

Job information (1/2)
-----------------------------------------------------------------------------------------------------
             Submit            Eligible               Start                 End    Elapsed Time limit
------------------- ------------------- ------------------- ------------------- ---------- ----------
2021-04-29T22:34:10 2021-04-29T22:34:10 2021-04-29T22:39:12 2021-04-29T22:40:22   00:01:10   00:05:00
-----------------------------------------------------------------------------------------------------

Job information (2/2)
-------------------------------------------------------------
    Username      Account    Partition   NNodes        Energy
------------ ------------ ------------ -------- -------------
      jbucko         uzh8        debug        1      7.623 kJ

